order_id,date,region,category,product,customer,quantity,price,revenue,cost,profit
ORD1076,2025-07-12,Central,Groceries,Snack Box,Customer_090,4,5.93,23.72,15.36,8.36
ORD1077,2025-07-12,East,Electronics,Tablet,Customer_097,1,466.27,466.27,366.34,99.93
ORD1078,2025-07-12,South,Groceries,Snack Box,Customer_063,5,13.07,65.35,49.01,16.34
ORD1079,2025-07-12,West,Furniture,Bookshelf,Customer_093,1,109.73,109.73,71.02,38.71
ORD1080,2025-07-12,West,Furniture,Sofa,Customer_076,5,1127.59,5637.95,3853.71,1784.24
ORD1081,2025-07-12,South,Electronics,Laptop,Customer_007,2,1214.2,2428.4,1861.89,566.51
ORD1082,2025-07-12,West,Apparel,Sneakers,Customer_036,4,85.83,343.32,216.88,126.44
ORD1083,2025-07-12,Central,Groceries,Snack Box,Customer_007,4,17.52,70.08,38.88,31.2
ORD1084,2025-07-12,South,Apparel,Jeans,Customer_026,1,69.01,69.01,50.97,18.04
ORD1085,2025-07-13,South,Furniture,Standing Desk,Customer_060,1,363.1,363.1,250.9,112.2
ORD1086,2025-07-13,North,Apparel,Jacket,Customer_100,5,75.17,375.85,297.27,78.58
ORD1087,2025-07-13,Central,Furniture,Bookshelf,Customer_087,1,57.3,57.3,44.82,12.48
ORD1088,2025-07-13,South,Groceries,Snack Box,Customer_014,2,19.12,38.24,21.76,16.48
ORD1089,2025-07-13,East,Apparel,T-Shirt,Customer_069,5,33.89,169.45,126.35,43.1
ORD1090,2025-07-13,North,Groceries,Organic Tea,Customer_109,5,11.93,59.65,42.46,17.19
ORD1091,2025-07-13,West,Groceries,Snack Box,Customer_091,3,6.58,19.74,13.99,5.75
ORD1092,2025-07-13,East,Furniture,Sofa,Customer_079,5,458.52,2292.6,1814.29,478.31
ORD1093,2025-07-13,South,Groceries,Snack Box,Customer_107,5,11.53,57.65,35.58,22.07
ORD1094,2025-07-13,Central,Electronics,Headphones,Customer_079,2,270.41,540.82,398.92,141.9
ORD1095,2025-07-14,South,Groceries,Snack Box,Customer_046,3,5.43,16.29,9.7,6.59
ORD1096,2025-07-14,East,Apparel,Jacket,Customer_072,5,91.95,459.75,333.45,126.3
ORD1097,2025-07-14,West,Electronics,Tablet,Customer_063,1,863.64,863.64,527.11,336.53
ORD1098,2025-07-14,North,Furniture,Sofa,Customer_012,4,881.31,3525.24,2333.86,1191.38
ORD1099,2025-07-15,Central,Furniture,Bookshelf,Customer_045,3,146.23,438.69,293.18,145.51
ORD1100,2025-07-15,East,Groceries,Organic Tea,Customer_040,3,14.81,44.43,32.24,12.19
ORD1101,2025-07-15,Central,Apparel,Jeans,Customer_098,2,37.24,74.48,46.84,27.64
ORD1102,2025-07-15,Central,Furniture,Standing Desk,Customer_098,4,247.37,989.48,612.61,376.87
ORD1103,2025-07-15,South,Apparel,T-Shirt,Customer_039,3,34.98,104.94,63.69,41.25
ORD1104,2025-07-15,Central,Electronics,Tablet,Customer_038,1,288.61,288.61,229.03,59.58
ORD1105,2025-07-15,West,Furniture,Sofa,Customer_062,1,392.33,392.33,272.09,120.24
ORD1106,2025-07-16,West,Groceries,Snack Box,Customer_015,1,7.77,7.77,4.76,3.01
ORD1107,2025-07-16,North,Electronics,Smartwatch,Customer_020,5,247.52,1237.6,875.43,362.17
ORD1108,2025-07-16,West,Furniture,Bookshelf,Customer_078,2,53.63,107.26,62.17,45.09
ORD1109,2025-07-16,Central,Furniture,Sofa,Customer_055,4,705.46,2821.84,1761.78,1060.06
ORD1110,2025-07-16,South,Apparel,T-Shirt,Customer_081,1,28.29,28.29,22.26,6.03
ORD1111,2025-07-16,Central,Furniture,Bookshelf,Customer_010,2,145.67,291.34,177.71,113.63
ORD1112,2025-07-16,North,Furniture,Office Chair,Customer_030,5,210.73,1053.65,703.29,350.36
ORD1113,2025-07-16,South,Apparel,Jacket,Customer_119,4,155.45,621.8,353.05,268.75
ORD1114,2025-07-16,South,Apparel,Jeans,Customer_117,5,55.51,277.55,168.25,109.3
ORD1115,2025-07-16,Central,Apparel,Jeans,Customer_096,2,34.28,68.56,51.29,17.27
ORD1116,2025-07-17,East,Groceries,Coffee Beans,Customer_065,3,15.97,47.91,34.73,13.18
ORD1117,2025-07-17,East,Groceries,Snack Box,Customer_078,1,6.21,6.21,4.8,1.41
ORD1118,2025-07-17,North,Apparel,T-Shirt,Customer_098,5,12.74,63.7,44.38,19.32
ORD1119,2025-07-17,West,Apparel,T-Shirt,Customer_118,2,32.89,65.78,43.92,21.86
ORD1120,2025-07-17,West,Apparel,Jeans,Customer_012,4,89.82,359.28,254.62,104.66
ORD1121,2025-07-17,South,Groceries,Snack Box,Customer_043,3,11.13,33.39,23.96,9.43
ORD1122,2025-07-17,Central,Groceries,Organic Tea,Customer_005,4,13.93,55.72,41.98,13.74
ORD1123,2025-07-17,West,Groceries,Coffee Beans,Customer_111,3,13.35,40.05,23.19,16.86
ORD1124,2025-07-17,East,Electronics,Tablet,Customer_080,1,523.38,523.38,312.4,210.98
ORD1125,2025-07-17,Central,Groceries,Organic Tea,Customer_017,1,13.07,13.07,7.85,5.22
ORD1126,2025-07-17,Central,Apparel,Sneakers,Customer_103,4,163.32,653.28,379.14,274.14
ORD1127,2025-07-18,North,Furniture,Standing Desk,Customer_029,1,289.84,289.84,199.43,90.41
ORD1128,2025-07-19,East,Groceries,Coffee Beans,Customer_066,2,19.01,38.02,25.65,12.37
ORD1129,2025-07-19,Central,Apparel,Sneakers,Customer_019,4,156.86,627.44,383.32,244.12
ORD1130,2025-07-19,South,Groceries,Coffee Beans,Customer_111,5,23.67,118.35,87.17,31.18
ORD1131,2025-07-19,Central,Electronics,Headphones,Customer_035,4,243.17,972.68,617.62,355.06
ORD1132,2025-07-19,West,Electronics,Headphones,Customer_111,5,231.51,1157.55,804.48,353.07
ORD1133,2025-07-19,Central,Furniture,Sofa,Customer_049,3,784.72,2354.16,1490.44,863.72
ORD1134,2025-07-19,South,Groceries,Snack Box,Customer_110,2,18.04,36.08,25.0,11.08
ORD1135,2025-07-19,West,Groceries,Coffee Beans,Customer_050,4,13.41,53.64,38.96,14.68
ORD1136,2025-07-19,Central,Furniture,Sofa,Customer_043,2,1168.34,2336.68,1578.6,758.08
ORD1137,2025-07-19,South,Electronics,Smartwatch,Customer_053,4,129.91,519.64,287.8,231.84
ORD1138,2025-07-19,West,Furniture,Office Chair,Customer_084,3,230.24,690.72,438.36,252.36
ORD1139,2025-07-19,East,Electronics,Headphones,Customer_081,5,263.09,1315.45,848.47,466.98
ORD1140,2025-07-19,East,Groceries,Organic Tea,Customer_030,1,6.57,6.57,4.0,2.57
ORD1141,2025-07-19,East,Electronics,Smartwatch,Customer_116,1,393.5,393.5,260.07,133.43
ORD1142,2025-07-20,East,Electronics,Laptop,Customer_056,1,959.5,959.5,598.1,361.4
ORD1143,2025-07-20,South,Furniture,Standing Desk,Customer_022,5,389.02,1945.1,1401.35,543.75
ORD1144,2025-07-20,South,Furniture,Office Chair,Customer_064,4,275.04,1100.16,775.53,324.63
ORD1145,2025-07-20,North,Furniture,Standing Desk,Customer_116,3,357.52,1072.56,713.14,359.42
ORD1146,2025-07-20,East,Groceries,Snack Box,Customer_076,2,15.16,30.32,17.24,13.08
ORD1147,2025-07-20,South,Apparel,Sneakers,Customer_050,4,136.64,546.56,416.11,130.45
ORD1148,2025-07-20,East,Groceries,Coffee Beans,Customer_090,5,12.03,60.15,38.48,21.67
ORD1149,2025-07-21,West,Groceries,Snack Box,Customer_107,1,5.12,5.12,3.98,1.14
ORD1150,2025-07-21,South,Apparel,Jeans,Customer_080,3,66.42,199.26,120.5,78.76
ORD1151,2025-07-21,West,Apparel,Jeans,Customer_005,1,67.69,67.69,42.46,25.23
ORD1152,2025-07-21,West,Apparel,Jeans,Customer_023,3,35.41,106.23,67.1,39.13
ORD1153,2025-07-21,East,Furniture,Standing Desk,Customer_107,3,503.93,1511.79,1032.12,479.67
ORD1154,2025-07-22,East,Furniture,Bookshelf,Customer_096,4,186.25,745.0,589.93,155.07
ORD1155,2025-07-22,South,Apparel,T-Shirt,Customer_111,1,24.05,24.05,14.07,9.98
ORD1156,2025-07-22,Central,Groceries,Organic Tea,Customer_016,4,11.85,47.4,26.23,21.17
ORD1157,2025-07-22,East,Groceries,Snack Box,Customer_014,3,15.09,45.27,31.51,13.76
ORD1158,2025-07-22,Central,Furniture,Sofa,Customer_029,5,322.52,1612.6,1019.17,593.43
ORD1159,2025-07-22,North,Electronics,Smartwatch,Customer_018,3,372.82,1118.46,796.69,321.77
ORD1160,2025-07-22,South,Electronics,Laptop,Customer_114,4,943.49,3773.96,2185.24,1588.72
ORD1161,2025-07-22,South,Furniture,Sofa,Customer_114,5,708.28,3541.4,2318.84,1222.56
ORD1162,2025-07-22,East,Groceries,Organic Tea,Customer_005,4,7.58,30.32,21.34,8.98
ORD1163,2025-07-22,North,Apparel,Jeans,Customer_088,2,56.6,113.2,86.47,26.73
ORD1164,2025-07-22,North,Apparel,Jacket,Customer_109,3,59.08,177.24,105.89,71.35
ORD1165,2025-07-22,North,Groceries,Coffee Beans,Customer_101,5,19.27,96.35,76.38,19.97
ORD1166,2025-07-22,Central,Apparel,Jeans,Customer_027,5,89.33,446.65,268.57,178.08
ORD1167,2025-07-22,Central,Furniture,Standing Desk,Customer_001,2,297.85,595.7,445.08,150.62
ORD1168,2025-07-22,South,Apparel,Jeans,Customer_015,5,89.25,446.25,273.4,172.85
ORD1169,2025-07-23,North,Electronics,Headphones,Customer_023,2,247.5,495.0,345.12,149.88
ORD1170,2025-07-23,North,Apparel,T-Shirt,Customer_061,4,13.8,55.2,37.62,17.58
ORD1171,2025-07-23,South,Groceries,Snack Box,Customer_079,1,12.7,12.7,8.42,4.28
ORD1172,2025-07-23,West,Electronics,Tablet,Customer_109,1,411.14,411.14,232.38,178.76
ORD1173,2025-07-23,West,Groceries,Snack Box,Customer_010,4,15.29,61.16,44.53,16.63
ORD1174,2025-07-23,Central,Electronics,Headphones,Customer_082,1,202.07,202.07,117.51,84.56
ORD1175,2025-07-23,Central,Apparel,Sneakers,Customer_078,5,179.25,896.25,559.01,337.24
ORD1176,2025-07-24,Central,Groceries,Coffee Beans,Customer_093,1,21.48,21.48,16.39,5.09
ORD1177,2025-07-24,West,Furniture,Sofa,Customer_052,2,706.4,1412.8,923.2,489.6
ORD1178,2025-07-24,East,Groceries,Organic Tea,Customer_048,4,7.52,30.08,18.89,11.19
ORD1179,2025-07-24,North,Furniture,Sofa,Customer_096,1,360.42,360.42,206.63,153.79
ORD1180,2025-07-24,Central,Apparel,Jeans,Customer_043,5,63.38,316.9,250.08,66.82
ORD1181,2025-07-24,North,Electronics,Smartwatch,Customer_037,4,206.08,824.32,632.27,192.05
ORD1182,2025-07-24,West,Apparel,Jacket,Customer_029,5,65.54,327.7,197.66,130.04
ORD1183,2025-07-25,West,Apparel,T-Shirt,Customer_109,5,32.88,164.4,99.72,64.68
ORD1184,2025-07-25,East,Electronics,Tablet,Customer_090,3,850.36,2551.08,1421.56,1129.52
ORD1185,2025-07-25,Central,Apparel,Jacket,Customer_085,2,102.65,205.3,157.56,47.74
ORD1186,2025-07-25,Central,Groceries,Coffee Beans,Customer_028,1,10.41,10.41,5.96,4.45
ORD1187,2025-07-25,East,Groceries,Snack Box,Customer_100,2,11.8,23.6,15.16,8.44
ORD1188,2025-07-25,North,Electronics,Laptop,Customer_035,5,824.46,4122.3,2318.55,1803.75
ORD1189,2025-07-25,East,Groceries,Organic Tea,Customer_028,5,12.78,63.9,42.21,21.69
ORD1190,2025-07-25,Central,Electronics,Headphones,Customer_063,3,157.48,472.44,339.95,132.49
ORD1191,2025-07-25,South,Apparel,T-Shirt,Customer_039,5,16.62,83.1,46.84,36.26
ORD1192,2025-07-26,North,Furniture,Standing Desk,Customer_064,3,493.87,1481.61,936.42,545.19
ORD1193,2025-07-26,Central,Groceries,Coffee Beans,Customer_072,5,10.2,51.0,37.02,13.98
ORD1194,2025-07-26,West,Apparel,T-Shirt,Customer_118,1,21.91,21.91,14.44,7.47
ORD1195,2025-07-26,West,Electronics,Headphones,Customer_038,5,193.94,969.7,631.38,338.32
ORD1196,2025-07-26,Central,Electronics,Smartwatch,Customer_059,3,106.26,318.78,189.03,129.75
ORD1197,2025-07-27,West,Electronics,Smartwatch,Customer_068,2,353.35,706.7,465.66,241.04
ORD1198,2025-07-27,South,Electronics,Smartwatch,Customer_010,3,361.16,1083.48,655.93,427.55
ORD1199,2025-07-27,South,Electronics,Tablet,Customer_031,3,556.97,1670.91,1065.66,605.25
ORD1200,2025-07-27,North,Electronics,Smartphone,Customer_023,2,530.37,1060.74,743.15,317.59
ORD1201,2025-07-27,Central,Groceries,Snack Box,Customer_083,5,16.32,81.6,54.04,27.56
ORD1202,2025-07-27,East,Apparel,Jacket,Customer_102,1,72.64,72.64,48.47,24.17
ORD1203,2025-07-27,West,Apparel,T-Shirt,Customer_005,1,20.56,20.56,12.9,7.66
ORD1204,2025-07-27,North,Electronics,Headphones,Customer_079,1,257.92,257.92,183.42,74.5
ORD1205,2025-07-27,Central,Groceries,Snack Box,Customer_084,1,13.7,13.7,9.08,4.62
ORD1206,2025-07-27,North,Furniture,Bookshelf,Customer_058,5,136.8,684.0,402.0,282.0
ORD1207,2025-07-27,South,Electronics,Headphones,Customer_006,1,295.6,295.6,199.87,95.73
ORD1208,2025-07-28,South,Furniture,Sofa,Customer_047,5,1191.89,5959.45,4056.52,1902.93
ORD1209,2025-07-28,North,Apparel,Jacket,Customer_102,3,108.11,324.33,233.43,90.9
ORD1210,2025-07-29,Central,Apparel,T-Shirt,Customer_112,4,26.74,106.96,66.43,40.53
ORD1211,2025-07-29,East,Furniture,Bookshelf,Customer_084,2,53.04,106.08,82.66,23.42
ORD1212,2025-07-29,West,Groceries,Coffee Beans,Customer_083,1,18.12,18.12,11.37,6.75
ORD1213,2025-07-29,West,Apparel,Jeans,Customer_066,5,70.21,351.05,201.28,149.77
ORD1214,2025-07-29,East,Apparel,T-Shirt,Customer_099,2,20.88,41.76,32.9,8.86
ORD1215,2025-07-29,East,Groceries,Coffee Beans,Customer_109,2,11.85,23.7,13.95,9.75
ORD1216,2025-07-30,East,Electronics,Tablet,Customer_113,5,739.61,3698.05,2068.83,1629.22
ORD1217,2025-07-30,Central,Furniture,Sofa,Customer_104,2,438.83,877.66,665.12,212.54
ORD1218,2025-07-30,South,Furniture,Sofa,Customer_057,3,339.32,1017.96,732.01,285.95
ORD1219,2025-07-30,West,Apparel,Sneakers,Customer_116,2,72.76,145.52,91.29,54.23
ORD1220,2025-07-30,West,Furniture,Bookshelf,Customer_099,5,148.53,742.65,591.23,151.42
ORD1221,2025-07-30,South,Apparel,Sneakers,Customer_103,4,110.41,441.64,349.59,92.05
ORD1222,2025-07-31,Central,Electronics,Smartwatch,Customer_109,5,362.24,1811.2,1419.21,391.99
ORD1223,2025-07-31,Central,Electronics,Headphones,Customer_019,2,70.97,141.94,87.75,54.19
ORD1224,2025-07-31,East,Groceries,Coffee Beans,Customer_120,2,24.09,48.18,36.34,11.84
ORD1225,2025-08-01,West,Electronics,Smartwatch,Customer_011,5,115.98,579.9,373.16,206.74
ORD1226,2025-08-01,East,Apparel,Jeans,Customer_102,1,31.69,31.69,24.08,7.61
ORD1227,2025-08-01,South,Furniture,Standing Desk,Customer_098,4,167.24,668.96,484.34,184.62
ORD1228,2025-08-01,South,Groceries,Snack Box,Customer_107,1,14.23,14.23,7.89,6.34
ORD1229,2025-08-02,North,Groceries,Coffee Beans,Customer_031,2,21.19,42.38,26.5,15.88
ORD1230,2025-08-02,West,Groceries,Organic Tea,Customer_077,4,18.7,74.8,42.31,32.49
ORD1231,2025-08-02,North,Electronics,Tablet,Customer_079,2,602.53,1205.06,750.53,454.53
ORD1232,2025-08-02,North,Apparel,Jeans,Customer_068,2,64.24,128.48,92.0,36.48
ORD1233,2025-08-02,Central,Apparel,T-Shirt,Customer_071,5,38.6,193.0,130.63,62.37
ORD1234,2025-08-02,East,Electronics,Smartwatch,Customer_033,1,362.0,362.0,256.63,105.37
ORD1235,2025-08-02,North,Electronics,Headphones,Customer_099,3,247.13,741.39,452.46,288.93
ORD1236,2025-08-02,South,Apparel,Jeans,Customer_107,5,32.66,163.3,103.64,59.66
ORD1237,2025-08-02,North,Groceries,Organic Tea,Customer_092,2,13.66,27.32,20.57,6.75
ORD1238,2025-08-02,North,Groceries,Coffee Beans,Customer_041,1,12.99,12.99,9.71,3.28
ORD1239,2025-08-02,North,Apparel,Sneakers,Customer_097,5,178.48,892.4,596.44,295.96
ORD1240,2025-08-02,East,Furniture,Bookshelf,Customer_035,1,97.12,97.12,74.44,22.68
ORD1241,2025-08-03,West,Electronics,Headphones,Customer_044,4,159.24,636.96,468.69,168.27
ORD1242,2025-08-03,Central,Furniture,Sofa,Customer_035,3,922.86,2768.58,2162.48,606.1
ORD1243,2025-08-03,South,Electronics,Smartwatch,Customer_070,5,123.68,618.4,493.96,124.44
ORD1244,2025-08-03,East,Apparel,Jacket,Customer_058,3,65.39,196.17,140.31,55.86
ORD1245,2025-08-03,East,Groceries,Coffee Beans,Customer_079,3,19.73,59.19,39.17,20.02
ORD1246,2025-08-03,West,Groceries,Snack Box,Customer_047,1,14.59,14.59,8.3,6.29
ORD1247,2025-08-03,West,Furniture,Office Chair,Customer_005,5,125.69,628.45,452.18,176.27
ORD1248,2025-08-03,Central,Furniture,Office Chair,Customer_005,3,155.52,466.56,298.85,167.71
ORD1249,2025-08-03,North,Furniture,Sofa,Customer_074,3,1153.94,3461.82,2288.21,1173.61
ORD1250,2025-08-03,North,Furniture,Bookshelf,Customer_004,3,103.69,311.07,190.5,120.57
ORD1251,2025-08-03,East,Furniture,Sofa,Customer_091,5,765.97,3829.85,2219.17,1610.68
ORD1252,2025-08-03,West,Groceries,Coffee Beans,Customer_026,3,24.94,74.82,54.13,20.69
ORD1253,2025-08-03,West,Electronics,Smartphone,Customer_012,4,1067.54,4270.16,2532.91,1737.25
ORD1254,2025-08-04,East,Apparel,Jacket,Customer_109,5,156.43,782.15,536.2,245.95
ORD1255,2025-08-04,South,Furniture,Standing Desk,Customer_102,5,507.16,2535.8,1536.85,998.95
ORD1256,2025-08-04,Central,Furniture,Standing Desk,Customer_048,1,505.67,505.67,323.74,181.93
ORD1257,2025-08-04,West,Groceries,Organic Tea,Customer_092,1,8.08,8.08,4.58,3.5
ORD1258,2025-08-04,North,Groceries,Organic Tea,Customer_017,4,12.57,50.28,38.0,12.28
ORD1259,2025-08-04,Central,Apparel,T-Shirt,Customer_082,5,23.5,117.5,74.75,42.75
ORD1260,2025-08-04,Central,Furniture,Standing Desk,Customer_020,1,344.68,344.68,261.21,83.47
ORD1261,2025-08-04,Central,Apparel,Jeans,Customer_115,2,39.72,79.44,50.56,28.88
ORD1262,2025-08-04,East,Apparel,T-Shirt,Customer_079,5,17.52,87.6,54.19,33.41
ORD1263,2025-08-04,South,Electronics,Tablet,Customer_022,5,648.69,3243.45,2547.41,696.04
ORD1264,2025-08-05,Central,Apparel,T-Shirt,Customer_034,1,34.76,34.76,19.82,14.94
ORD1265,2025-08-06,Central,Groceries,Organic Tea,Customer_038,4,16.22,64.88,50.1,14.78
ORD1266,2025-08-06,North,Apparel,Sneakers,Customer_089,4,74.28,297.12,185.51,111.61
ORD1267,2025-08-06,East,Electronics,Smartphone,Customer_078,4,695.64,2782.56,1853.49,929.07
ORD1268,2025-08-06,East,Furniture,Bookshelf,Customer_052,3,177.84,533.52,391.36,142.16
ORD1269,2025-08-06,West,Furniture,Bookshelf,Customer_016,1,122.4,122.4,77.08,45.32
ORD1270,2025-08-07,West,Apparel,Sneakers,Customer_111,1,74.71,74.71,42.04,32.67
ORD1271,2025-08-07,Central,Groceries,Coffee Beans,Customer_093,2,24.37,48.74,36.72,12.02
ORD1272,2025-08-07,West,Apparel,Jeans,Customer_064,4,75.79,303.16,242.22,60.94
ORD1273,2025-08-08,East,Electronics,Smartwatch,Customer_007,2,251.63,503.26,303.86,199.4
