order_id,date,region,category,product,customer,quantity,price,revenue,cost,profit
INV5098,2025-01-11,North-West,Technology,Gaming Laptop,Client_014,4,1374.96,5499.84,3067.69,2432.15
INV5099,2025-01-11,North-West,Home,Blender,Client_143,2,154.45,308.9,206.23,102.67
INV5100,2025-01-11,North-West,Health,Protein Powder,Client_124,4,57.52,230.08,150.7,79.38
INV5101,2025-01-11,North-East,Technology,Monitor,Client_134,7,369.57,2586.99,1592.22,994.77
INV5102,2025-01-11,North-East,Fashion,Cap,Client_052,1,25.28,25.28,14.67,10.61
INV5103,2025-01-11,Metro,Fashion,Cap,Client_138,6,35.89,215.34,150.36,64.98
INV5104,2025-01-11,South-East,Fashion,Cap,Client_045,1,16.67,16.67,12.05,4.62
INV5105,2025-01-11,North-East,Technology,Wireless Mouse,Client_012,2,117.63,235.26,164.64,70.62
INV5106,2025-01-12,South-East,Home,Air Purifier,Client_141,6,318.6,1911.6,1064.99,846.61
INV5107,2025-01-12,North-East,Fashion,Backpack,Client_028,4,131.4,525.6,313.09,212.51
INV5108,2025-01-12,North-West,Technology,Gaming Laptop,Client_071,6,1803.7,10822.2,7209.21,3612.99
INV5109,2025-01-12,North-East,Technology,Mechanical Keyboard,Client_137,2,150.68,301.36,171.94,129.42
INV5110,2025-01-12,Metro,Fashion,Running Shoes,Client_064,8,72.38,579.04,354.14,224.9
INV5111,2025-01-12,South-West,Technology,Mechanical Keyboard,Client_031,5,193.99,969.95,614.51,355.44
INV5112,2025-01-12,North-East,Fashion,Cap,Client_041,3,34.5,103.5,75.86,27.64
INV5113,2025-01-12,South-West,Fashion,Running Shoes,Client_132,1,158.74,158.74,107.92,50.82
INV5114,2025-01-12,North-West,Fashion,Cap,Client_136,8,22.63,181.04,132.13,48.91
INV5115,2025-01-13,South-East,Fashion,Running Shoes,Client_126,8,185.18,1481.44,985.97,495.47
INV5116,2025-01-13,Metro,Health,Vitamin Pack,Client_124,1,21.94,21.94,14.31,7.63
INV5117,2025-01-13,North-East,Home,Blender,Client_016,4,85.96,343.84,238.9,104.94
INV5118,2025-01-13,North-East,Fashion,Backpack,Client_045,3,110.34,331.02,222.29,108.73
INV5119,2025-01-13,North-West,Technology,Wireless Mouse,Client_081,3,80.27,240.81,159.28,81.53
INV5120,2025-01-13,Metro,Health,Vitamin Pack,Client_096,2,47.35,94.7,63.84,30.86
INV5121,2025-01-14,North-East,Home,Blender,Client_084,4,125.93,503.72,296.78,206.94
INV5122,2025-01-14,Metro,Home,Vacuum Cleaner,Client_044,8,237.19,1897.52,1244.64,652.88
INV5123,2025-01-14,North-West,Fashion,Cap,Client_021,3,39.91,119.73,89.59,30.14
INV5124,2025-01-14,North-West,Home,Microwave,Client_012,3,141.15,423.45,252.81,170.64
INV5125,2025-01-14,South-West,Fashion,Backpack,Client_083,6,76.11,456.66,265.53,191.13
INV5126,2025-01-14,North-West,Fashion,Backpack,Client_045,7,109.38,765.66,543.34,222.32
INV5127,2025-01-14,South-West,Fashion,Cap,Client_130,2,36.7,73.4,47.04,26.36
INV5128,2025-01-14,South-East,Home,Vacuum Cleaner,Client_058,3,483.61,1450.83,880.38,570.45
INV5129,2025-01-14,Metro,Fashion,Backpack,Client_093,1,54.99,54.99,35.34,19.65
INV5130,2025-01-14,South-East,Health,Protein Powder,Client_141,6,94.75,568.5,396.1,172.4
INV5131,2025-01-14,Metro,Home,Air Purifier,Client_082,7,210.18,1471.26,819.96,651.3
INV5132,2025-01-14,North-West,Fashion,Running Shoes,Client_056,7,155.93,1091.51,733.42,358.09
INV5133,2025-01-14,South-West,Fashion,Hoodie,Client_146,3,45.38,136.14,86.1,50.04
INV5134,2025-01-14,South-West,Home,Vacuum Cleaner,Client_148,8,404.25,3234.0,2117.24,1116.76
INV5135,2025-01-15,North-East,Home,Vacuum Cleaner,Client_145,4,145.33,581.32,344.46,236.86
INV5136,2025-01-15,North-East,Technology,Mechanical Keyboard,Client_082,8,215.58,1724.64,1167.41,557.23
INV5137,2025-01-15,Metro,Fashion,Running Shoes,Client_010,4,197.66,790.64,574.62,216.02
INV5138,2025-01-15,North-East,Technology,Mechanical Keyboard,Client_109,8,161.84,1294.72,716.55,578.17
INV5139,2025-01-15,North-East,Fashion,Cap,Client_083,3,36.39,109.17,76.48,32.69
INV5140,2025-01-15,South-East,Technology,Gaming Laptop,Client_031,7,1759.87,12319.09,8462.5,3856.59
INV5141,2025-01-15,South-East,Technology,Wireless Mouse,Client_075,6,44.56,267.36,177.5,89.86
INV5142,2025-01-15,North-East,Fashion,Backpack,Client_109,7,139.91,979.37,596.3,383.07
INV5143,2025-01-15,South-West,Home,Microwave,Client_062,5,166.51,832.55,505.13,327.42
INV5144,2025-01-15,Metro,Health,Yoga Mat,Client_008,4,49.65,198.6,140.38,58.22
INV5145,2025-01-15,South-East,Fashion,Cap,Client_067,6,21.12,126.72,79.84,46.88
INV5146,2025-01-15,Metro,Home,Vacuum Cleaner,Client_081,1,617.19,617.19,418.97,198.22
INV5147,2025-01-16,North-East,Technology,Mechanical Keyboard,Client_113,4,110.43,441.72,327.26,114.46
INV5148,2025-01-16,Metro,Fashion,Running Shoes,Client_035,5,140.73,703.65,434.14,269.51
INV5149,2025-01-16,South-East,Health,Vitamin Pack,Client_027,7,45.97,321.79,221.9,99.89
INV5150,2025-01-16,South-West,Health,Protein Powder,Client_052,3,109.94,329.82,217.49,112.33
INV5151,2025-01-16,South-East,Technology,Wireless Mouse,Client_051,6,101.94,611.64,449.04,162.6
INV5152,2025-01-16,North-East,Health,Vitamin Pack,Client_123,5,28.33,141.65,80.55,61.1
INV5153,2025-01-17,South-East,Health,Vitamin Pack,Client_001,6,45.23,271.38,177.35,94.03
INV5154,2025-01-17,North-East,Health,Vitamin Pack,Client_104,7,58.38,408.66,239.38,169.28
INV5155,2025-01-17,North-East,Technology,Mechanical Keyboard,Client_015,1,171.84,171.84,119.12,52.72
INV5156,2025-01-17,South-West,Fashion,Backpack,Client_118,3,55.21,165.63,123.5,42.13
INV5157,2025-01-17,Metro,Health,Yoga Mat,Client_115,2,29.53,59.06,36.59,22.47
INV5158,2025-01-17,North-East,Home,Air Purifier,Client_149,1,312.23,312.23,188.68,123.55
INV5159,2025-01-17,North-East,Health,Protein Powder,Client_147,7,57.05,399.35,267.68,131.67
INV5160,2025-01-17,North-West,Home,Blender,Client_024,4,108.02,432.08,305.68,126.4
INV5161,2025-01-17,South-East,Home,Vacuum Cleaner,Client_021,5,494.77,2473.85,1382.61,1091.24
INV5162,2025-01-17,South-West,Technology,External SSD,Client_075,4,288.91,1155.64,855.21,300.43
INV5163,2025-01-18,South-East,Fashion,Cap,Client_054,5,32.46,162.3,121.32,40.98
INV5164,2025-01-18,South-East,Home,Microwave,Client_118,4,362.05,1448.2,901.86,546.34
INV5165,2025-01-18,South-East,Technology,Mechanical Keyboard,Client_020,2,87.23,174.46,128.33,46.13
INV5166,2025-01-18,North-East,Health,Vitamin Pack,Client_102,4,31.76,127.04,77.11,49.93
INV5167,2025-01-18,North-West,Home,Blender,Client_099,5,96.98,484.9,297.2,187.7
INV5168,2025-01-19,North-West,Home,Vacuum Cleaner,Client_093,2,287.64,575.28,389.69,185.59
INV5169,2025-01-19,North-East,Home,Microwave,Client_076,8,302.8,2422.4,1709.45,712.95
INV5170,2025-01-20,North-West,Technology,External SSD,Client_028,6,271.91,1631.46,1092.73,538.73
INV5171,2025-01-20,South-East,Home,Air Purifier,Client_118,2,303.05,606.1,414.74,191.36
INV5172,2025-01-20,South-West,Health,Protein Powder,Client_018,7,85.32,597.24,413.05,184.19
INV5173,2025-01-20,South-West,Technology,Wireless Mouse,Client_032,2,109.38,218.76,145.94,72.82
INV5174,2025-01-20,North-West,Home,Microwave,Client_051,5,234.61,1173.05,755.37,417.68
INV5175,2025-01-20,South-West,Technology,External SSD,Client_071,7,306.5,2145.5,1261.67,883.83
INV5176,2025-01-20,South-East,Home,Microwave,Client_006,2,350.27,700.54,473.27,227.27
INV5177,2025-01-20,Metro,Fashion,Backpack,Client_051,5,93.95,469.75,302.01,167.74
INV5178,2025-01-20,South-East,Home,Microwave,Client_081,6,364.92,2189.52,1260.76,928.76
INV5179,2025-01-20,Metro,Home,Blender,Client_074,5,79.5,397.5,276.82,120.68
INV5180,2025-01-20,North-East,Home,Microwave,Client_035,5,428.51,2142.55,1573.55,569.0
INV5181,2025-01-20,South-West,Technology,Mechanical Keyboard,Client_054,4,183.47,733.88,520.76,213.12
INV5182,2025-01-20,South-East,Fashion,Backpack,Client_066,7,128.93,902.51,516.18,386.33
INV5183,2025-01-20,North-West,Technology,Gaming Laptop,Client_132,6,1183.36,7100.16,4840.42,2259.74
INV5184,2025-01-20,North-East,Home,Blender,Client_118,5,148.43,742.15,508.34,233.81
INV5185,2025-01-21,Metro,Technology,Monitor,Client_027,8,589.55,4716.4,2635.29,2081.11
INV5186,2025-01-21,North-East,Home,Blender,Client_071,2,97.87,195.74,125.55,70.19
INV5187,2025-01-21,South-East,Health,Vitamin Pack,Client_020,6,55.3,331.8,204.61,127.19
INV5188,2025-01-21,South-West,Health,Yoga Mat,Client_041,5,46.46,232.3,164.47,67.83
INV5189,2025-01-22,North-West,Home,Blender,Client_123,6,66.95,401.7,256.81,144.89
INV5190,2025-01-22,South-East,Home,Air Purifier,Client_098,6,407.37,2444.22,1520.47,923.75
INV5191,2025-01-22,Metro,Home,Blender,Client_052,4,48.18,192.72,118.75,73.97
INV5192,2025-01-22,South-East,Fashion,Hoodie,Client_101,7,49.74,348.18,236.72,111.46
INV5193,2025-01-22,North-West,Technology,Wireless Mouse,Client_037,3,78.11,234.33,155.48,78.85
INV5194,2025-01-22,South-East,Fashion,Backpack,Client_102,6,91.43,548.58,375.74,172.84
INV5195,2025-01-22,South-West,Health,Vitamin Pack,Client_090,8,42.16,337.28,191.25,146.03
INV5196,2025-01-22,Metro,Health,Vitamin Pack,Client_098,6,35.67,214.02,155.79,58.23
INV5197,2025-01-22,North-West,Technology,Gaming Laptop,Client_120,6,1329.28,7975.68,4901.6,3074.08
INV5198,2025-01-22,Metro,Technology,Monitor,Client_014,4,807.95,3231.8,2335.51,896.29
INV5199,2025-01-23,Metro,Fashion,Running Shoes,Client_084,8,60.28,482.24,342.74,139.5
INV5200,2025-01-23,South-East,Technology,External SSD,Client_118,2,90.52,181.04,101.26,79.78
INV5201,2025-01-24,North-West,Fashion,Hoodie,Client_150,1,63.47,63.47,37.74,25.73
INV5202,2025-01-24,South-East,Health,Yoga Mat,Client_092,8,62.26,498.08,291.29,206.79
INV5203,2025-01-24,South-East,Fashion,Backpack,Client_019,3,135.0,405.0,279.51,125.49
INV5204,2025-01-24,North-East,Technology,Mechanical Keyboard,Client_107,8,78.77,630.16,434.33,195.83
INV5205,2025-01-24,South-East,Technology,Mechanical Keyboard,Client_005,2,204.76,409.52,286.28,123.24
INV5206,2025-01-24,North-West,Fashion,Cap,Client_009,8,23.02,184.16,123.43,60.73
INV5207,2025-01-25,Metro,Health,Protein Powder,Client_052,3,70.16,210.48,155.89,54.59
INV5208,2025-01-25,South-East,Home,Microwave,Client_134,3,326.46,979.38,600.88,378.5
INV5209,2025-01-25,North-East,Technology,Monitor,Client_096,7,193.23,1352.61,979.54,373.07
INV5210,2025-01-25,North-East,Fashion,Hoodie,Client_100,3,70.58,211.74,116.87,94.87
INV5211,2025-01-25,South-West,Fashion,Backpack,Client_146,2,132.15,264.3,188.38,75.92
INV5212,2025-01-25,Metro,Fashion,Running Shoes,Client_129,1,63.52,63.52,35.34,28.18
INV5213,2025-01-25,South-East,Health,Vitamin Pack,Client_036,2,30.37,60.74,35.45,25.29
INV5214,2025-01-25,North-West,Fashion,Hoodie,Client_052,3,26.64,79.92,47.72,32.2
INV5215,2025-01-25,South-West,Fashion,Hoodie,Client_065,4,32.57,130.28,82.27,48.01
INV5216,2025-01-26,South-West,Technology,Monitor,Client_078,2,182.33,364.66,207.3,157.36
INV5217,2025-01-26,South-West,Fashion,Cap,Client_095,6,22.24,133.44,84.14,49.3
INV5218,2025-01-26,South-West,Home,Air Purifier,Client_039,7,142.19,995.33,578.76,416.57
INV5219,2025-01-27,Metro,Home,Blender,Client_069,4,90.54,362.16,217.12,145.04
INV5220,2025-01-27,North-East,Fashion,Cap,Client_109,5,14.05,70.25,46.64,23.61
INV5221,2025-01-27,North-West,Health,Vitamin Pack,Client_005,6,24.64,147.84,88.12,59.72
INV5222,2025-01-27,North-West,Fashion,Cap,Client_056,3,27.01,81.03,58.64,22.39
INV5223,2025-01-27,North-West,Health,Vitamin Pack,Client_005,6,26.92,161.52,101.76,59.76
INV5224,2025-01-27,Metro,Health,Vitamin Pack,Client_026,6,47.33,283.98,209.72,74.26
INV5225,2025-01-27,South-East,Home,Blender,Client_041,5,73.38,366.9,241.51,125.39
INV5226,2025-01-27,North-East,Fashion,Running Shoes,Client_066,4,169.74,678.96,428.91,250.05
INV5227,2025-01-27,Metro,Home,Vacuum Cleaner,Client_086,4,500.39,2001.56,1291.45,710.11
INV5228,2025-01-27,North-East,Technology,Monitor,Client_020,6,857.82,5146.92,3103.05,2043.87
INV5229,2025-01-27,South-East,Fashion,Backpack,Client_056,5,117.96,589.8,344.4,245.4
INV5230,2025-01-28,South-West,Health,Yoga Mat,Client_051,5,52.7,263.5,182.2,81.3
INV5231,2025-01-28,South-West,Health,Protein Powder,Client_030,5,55.3,276.5,172.53,103.97
INV5232,2025-01-28,South-East,Technology,Gaming Laptop,Client_026,2,1804.09,3608.18,2664.59,943.59
INV5233,2025-01-28,South-East,Fashion,Cap,Client_122,3,16.48,49.44,30.25,19.19
INV5234,2025-01-28,South-East,Fashion,Backpack,Client_019,6,36.46,218.76,147.79,70.97
INV5235,2025-01-28,South-East,Fashion,Running Shoes,Client_051,3,155.94,467.82,278.99,188.83
INV5236,2025-01-28,North-East,Health,Yoga Mat,Client_074,7,32.83,229.81,141.0,88.81
INV5237,2025-01-28,North-East,Health,Yoga Mat,Client_059,5,36.09,180.45,126.65,53.8
INV5238,2025-01-28,North-East,Technology,Mechanical Keyboard,Client_061,5,96.33,481.65,308.88,172.77
INV5239,2025-01-28,Metro,Technology,Wireless Mouse,Client_068,7,34.94,244.58,144.5,100.08
INV5240,2025-01-28,South-East,Home,Air Purifier,Client_120,1,132.29,132.29,92.8,39.49
INV5241,2025-01-29,Metro,Technology,External SSD,Client_011,7,216.83,1517.81,1125.07,392.74
INV5242,2025-01-29,South-West,Health,Yoga Mat,Client_063,1,31.69,31.69,17.88,13.81
INV5243,2025-01-29,Metro,Fashion,Running Shoes,Client_136,4,200.89,803.56,507.75,295.81
INV5244,2025-01-29,South-East,Home,Air Purifier,Client_049,7,136.6,956.2,621.42,334.78
INV5245,2025-01-29,South-West,Fashion,Cap,Client_027,8,23.49,187.92,126.11,61.81
INV5246,2025-01-30,North-East,Technology,Monitor,Client_069,3,728.61,2185.83,1622.95,562.88
INV5247,2025-01-30,North-West,Health,Yoga Mat,Client_134,8,74.52,596.16,409.89,186.27
INV5248,2025-01-30,South-West,Fashion,Running Shoes,Client_120,4,121.47,485.88,353.08,132.8
INV5249,2025-01-30,Metro,Home,Vacuum Cleaner,Client_104,6,564.05,3384.3,2377.38,1006.92
INV5250,2025-01-30,North-East,Home,Microwave,Client_107,3,183.4,550.2,357.64,192.56
INV5251,2025-01-30,North-West,Home,Microwave,Client_041,1,432.4,432.4,253.51,178.89
INV5252,2025-01-30,North-West,Fashion,Hoodie,Client_125,6,56.59,339.54,207.96,131.58
INV5253,2025-01-30,South-East,Home,Air Purifier,Client_051,2,281.25,562.5,408.78,153.72
INV5254,2025-01-30,North-West,Home,Vacuum Cleaner,Client_083,4,248.63,994.52,603.67,390.85
INV5255,2025-01-30,North-West,Technology,Wireless Mouse,Client_016,4,35.67,142.68,92.28,50.4
INV5256,2025-01-31,North-East,Home,Blender,Client_047,2,113.54,227.08,152.59,74.49
INV5257,2025-01-31,North-West,Fashion,Backpack,Client_073,2,74.92,149.84,89.65,60.19
INV5258,2025-01-31,South-West,Fashion,Cap,Client_128,4,15.44,61.76,34.84,26.92
INV5259,2025-01-31,North-East,Technology,Gaming Laptop,Client_136,4,1990.89,7963.56,4540.64,3422.92
INV5260,2025-01-31,North-West,Fashion,Hoodie,Client_027,1,79.2,79.2,44.5,34.7
INV5261,2025-01-31,North-East,Home,Microwave,Client_089,1,338.57,338.57,251.78,86.79
INV5262,2025-01-31,South-East,Fashion,Hoodie,Client_009,8,66.96,535.68,341.08,194.6
INV5263,2025-01-31,South-West,Fashion,Running Shoes,Client_025,8,214.44,1715.52,1145.7,569.82
INV5264,2025-01-31,North-West,Health,Yoga Mat,Client_059,7,60.4,422.8,265.79,157.01
INV5265,2025-01-31,Metro,Fashion,Hoodie,Client_128,3,73.32,219.96,160.39,59.57
INV5266,2025-01-31,South-West,Health,Protein Powder,Client_095,5,106.29,531.45,378.16,153.29
INV5267,2025-01-31,South-West,Technology,External SSD,Client_057,2,145.62,291.24,187.95,103.29
INV5268,2025-02-01,North-East,Home,Air Purifier,Client_015,4,336.21,1344.84,910.18,434.66
INV5269,2025-02-01,North-West,Health,Vitamin Pack,Client_123,1,42.08,42.08,27.72,14.36
INV5270,2025-02-01,Metro,Fashion,Backpack,Client_072,2,63.51,127.02,83.83,43.19
INV5271,2025-02-01,South-East,Health,Vitamin Pack,Client_072,1,56.65,56.65,34.02,22.63
INV5272,2025-02-01,North-West,Health,Vitamin Pack,Client_067,3,34.44,103.32,67.93,35.39
INV5273,2025-02-01,North-East,Fashion,Hoodie,Client_094,1,27.15,27.15,18.17,8.98
INV5274,2025-02-01,North-West,Home,Microwave,Client_063,4,380.62,1522.48,914.46,608.02
INV5275,2025-02-01,Metro,Technology,Monitor,Client_042,5,411.32,2056.6,1152.95,903.65
INV5276,2025-02-01,Metro,Technology,Wireless Mouse,Client_013,2,102.15,204.3,134.1,70.2
